FirstName,LastName,Height,Weight,Position,DOB,Uniform,City,State,College,Exp,Injury,TimeInjured,InsideScoring,PotInside,JumpShot,PotJumpShot,FtShot,PotFtShot,3pShot,Pot3pShot,3pUsage,Handling,PotHandling,Passing,PotPassing,PostDefense,PotPostDefense,PerimeterDefense,PotPerimeterDefense,Stealing,PotStealing,Blocking,PotBlocking,OReb,PotOReb,DReb,PotDReb,Fouling,Strength,Quickness,Jumping,Stamina,Team,Contract1,Contract2,Contract3,Contract4,Contract5,Contract6,Contract7,BirdYears,Option,Picname,InjuryAvoidance
Donato,Honea,69,150,PG,3/10/1996,32,Short Pump,VA,None,12,Fractured Nose,0,45,45,66,66,87,99,70,70,31,99,99,77,77,26,26,63,63,77,77,16,16,28,28,37,37,46,29,97,55,63,CHE,1000000,0,0,0,0,0,0,0,None,,45
Alonso,Rotunno,68,165,PG,4/19/1999,11,Newaygo,MI,None,9,Concussion,0,44,45,49,49,59,75,57,57,38,70,70,87,87,18,22,46,46,55,55,10,10,16,16,29,36,34,42,47,21,80,GOU,1000000,0,0,0,0,0,0,0,None,,1
Dwight,Hebron,75,181,PG,9/5/2003,1,Missouri City,MO,None,1,,0,8,21,15,31,10,19,10,19,28,21,28,19,31,6,16,11,21,13,25,3,3,7,7,9,12,32,10,7,14,60,GOU,1000000,0,0,0,0,0,0,0,None,,1
Mauricio,Babin,78,221,SF,2/10/2004,26,Sikes,LA,None,1,,0,13,21,13,18,7,15,10,17,32,11,14,14,16,10,15,10,17,11,20,9,13,11,18,11,12,45,15,10,14,71,GOU,1000000,0,0,0,0,0,0,0,None,,55
Oben,Pages,80,238,C,9/17/2004,55,Middleburg,PA,None,2,,0,19,27,8,18,6,10,3,3,8,6,6,8,17,16,31,6,16,9,11,23,36,20,34,16,21,76,20,4,11,51,GOU,1000000,0,0,0,0,0,0,0,None,,39
Wilford,Everhart,81,238,PF,10/26/2002,51,Bates City,MO,None,6,Bruised Jaw,0,56,56,31,31,24,46,10,12,2,18,18,29,39,61,61,27,29,25,28,91,91,64,64,76,76,59,56,33,52,95,GOR,1000000,0,0,0,0,0,0,0,None,,46
Olusegun,Crosley,85,248,C,3/20/2003,44,Paoli,PA,None,5,Dislocated Finger,0,86,86,26,41,25,42,12,12,7,18,18,27,39,70,75,25,37,33,33,83,83,69,69,70,70,64,57,25,40,68,EDM,1000000,0,0,0,0,0,0,0,None,,24
Horace,Wier,78,218,PF,10/5/2003,41,Sturgeon-Noblestown,PA,None,5,Bruised Hip,0,71,71,50,50,29,37,25,26,11,31,38,28,35,64,64,33,33,25,36,78,78,74,74,74,74,75,54,24,56,79,EDM,1000000,0,0,0,0,0,0,0,None,,49
Rade,Wade,82,232,C,7/9/2002,34,Mount Hood Village,OR,None,6,Sprained Knee,0,62,62,40,40,29,40,23,23,14,36,36,28,29,62,62,33,43,34,34,63,63,68,72,62,62,25,73,35,45,73,CHE,1000000,0,0,0,0,0,0,0,None,,74
Fidel,Guess,79,220,SF,2/3/2002,35,Beaver Meadows,PA,None,6,Bruised Hip,0,49,49,47,47,36,52,53,53,36,52,52,50,55,37,37,48,48,61,61,39,43,41,41,65,67,75,40,46,49,76,EDM,1000000,0,0,0,0,0,0,0,None,,37
Jamison,Barnes,79,221,SF,8/2/1997,20,Amherst,WI,None,11,Sprained Ankle,0,74,74,74,74,84,90,69,69,54,81,81,55,55,60,60,76,76,55,55,62,62,76,76,71,71,53,52,57,62,74,EDM,1000000,0,0,0,0,0,0,0,None,,19
Utz,Verduzco,80,207,SF,5/24/1995,16,Canal Point,FL,None,13,Jammed Finger,0,49,49,43,43,46,52,35,35,29,47,47,49,49,41,41,52,52,39,39,37,37,38,38,46,46,76,29,53,46,50,STL,1000000,0,0,0,0,0,0,0,None,,24
Melchioras,Bilbrey,78,210,SG,12/19/1998,4,Green Valley,AZ,None,10,Patellar Tendanitis,0,38,40,73,74,54,55,61,61,37,51,51,50,50,26,31,68,68,54,54,21,21,37,40,37,37,31,39,44,30,80,EDM,1000000,0,0,0,0,0,0,0,None,,73
Louis,Miller,80,245,PF,3/2/2009,42,Strasburg,VA,Kentucky,0,,0,2,5,2,5,2,5,2,5,21,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,78,2,2,2,87,Draft,0,0,0,0,0,0,0,0,None,,75
Royce,Reisinger,79,211,SG,4/22/1997,30,Pahrump,NV,None,11,Strained Back,0,44,45,67,67,44,52,55,55,35,64,64,52,52,28,28,50,50,52,54,15,20,23,23,34,37,22,12,39,9,84,EDM,1000000,0,0,0,0,0,0,0,None,,45
Rodger,Gerst,71,165,SG,8/8/1999,22,Spanish Springs,NV,None,9,Torn Ligament,0,27,30,54,54,59,69,52,56,42,81,81,68,68,18,18,47,47,58,58,10,10,19,21,30,36,38,30,50,32,59,EDM,1000000,0,0,0,0,0,0,0,None,,29
Akinade,Serrao,70,161,PG,10/27/2000,14,Sheldon,IA,None,8,Fractured Nose,3,31,32,59,59,64,64,69,71,29,67,67,59,59,23,23,64,64,73,73,13,13,22,23,27,37,42,33,50,41,66,EDM,1000000,0,0,0,0,0,0,0,None,,33
Lane,Felts,74,174,PG,10/14/2003,2,South Bethlehem,PA,None,1,,0,7,14,12,25,7,16,11,24,43,9,23,14,20,5,19,10,23,10,17,4,4,6,7,11,12,46,5,12,11,74,EDM,0,0,0,0,0,0,0,0,None,,53
Arnold,Testa,75,177,SF,4/8/2003,28,Scotia,SC,None,1,,0,7,15,10,12,8,19,9,12,21,10,15,11,17,12,12,9,20,8,16,9,12,10,10,10,19,31,8,6,11,64,EDM,1000000,0,0,0,0,0,0,0,None,,15
Marcelo,Roca,78,224,C,12/12/2003,54,Hancock,MI,None,2,,0,20,35,9,19,4,12,5,5,0,5,5,6,17,13,26,8,14,6,8,15,19,15,22,11,24,33,17,5,11,64,EDM,1000000,0,0,0,0,0,0,0,None,,37
Jackson,Gularte,83,258,C,11/19/2001,50,Surgoinsville,TN,None,7,Bruised Jaw,0,78,78,33,41,36,49,11,11,6,23,23,28,30,71,71,27,27,24,24,96,96,67,74,70,70,47,53,23,47,60,ROQ,1000000,0,0,0,0,0,0,0,None,,97
Acunseven,Eddie,81,230,C,1/8/1996,30,Honor,MI,None,12,Blurred Vision,0,49,49,23,23,20,40,8,8,6,22,25,20,20,58,58,21,21,21,21,52,52,66,66,66,66,69,62,15,32,34,CHD,1000000,0,0,0,0,0,0,0,None,,84
Solomon,Ledbetter,84,243,C,12/21/2009,52,North Royalton,OH,West Virginia,0,,0,2,5,2,5,2,5,2,5,57,2,5,1,1,2,5,2,5,2,5,2,5,2,5,2,5,40,2,2,2,29,FA,0,0,0,0,0,0,0,0,None,,69
Alban,Pumphrey,81,253,PF,7/27/2004,45,Easton,MN,None,4,Patellar Tendanitis,0,67,67,41,41,25,45,28,28,8,31,36,26,29,66,66,33,33,30,32,59,60,59,59,69,70,49,61,40,50,72,CHD,1000000,0,0,0,0,0,0,0,None,,64
Akkurt,Casali,80,238,C,10/22/2004,24,Tarboro,NC,None,4,Fractured Nose,0,57,57,46,52,43,53,51,51,29,37,41,39,56,48,55,52,72,51,51,39,39,55,55,66,66,42,56,31,67,76,CHD,1000000,0,0,0,0,0,0,0,None,,91
Austin,Burlew,78,215,PF,8/20/1999,21,Stony Brook,NY,None,9,Sprained Knee,0,53,53,62,65,38,64,42,42,29,52,52,47,55,62,62,63,63,35,42,35,40,40,50,48,48,48,54,32,55,52,CHD,1000000,0,0,0,0,0,0,0,None,,48
Nestor,Orange,75,208,SF,1/21/2004,35,Prosperity,SC,None,4,,0,43,43,47,47,47,68,29,29,28,38,38,34,34,39,39,31,31,34,34,40,40,31,31,43,43,64,51,42,44,100,ASI,1000000,0,0,0,0,0,0,0,None,,94
Elliott,Schönsmaul,79,217,PG,10/10/1995,8,Egg Harbor,WI,None,13,Concussion,0,37,37,63,63,46,73,46,46,37,76,76,45,45,22,22,56,56,40,40,17,17,21,21,34,34,73,26,38,31,51,CHD,1000000,0,0,0,0,0,0,0,None,,51
Bo,Privette,79,228,SF,10/8/2004,22,Pirtleville,AZ,None,4,Blurred Vision,0,54,56,72,72,31,60,75,75,35,76,76,65,75,43,46,60,62,55,55,18,25,33,34,38,44,67,36,68,48,98,CHD,1000000,0,0,0,0,0,0,0,None,,95
Craig,Monk,75,184,PG,8/10/2002,15,Gassville,AR,None,6,Stress Fracture,0,41,43,68,68,58,58,62,62,40,47,47,40,40,24,27,57,57,55,55,16,16,30,34,32,35,68,41,46,56,63,CHD,1000000,0,0,0,0,0,0,0,None,,12
Biaggio,Valignano,83,246,C,3/22/2008,40,South Vacherie,LA,Memphis,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,2,3,2,5,2,5,2,5,2,5,10,2,2,2,62,FA,0,0,0,0,0,0,0,0,None,,49
Lino,Nygard,69,164,PG,8/4/1999,31,Filer,ID,None,9,,0,31,31,69,69,58,63,66,66,36,68,68,80,81,20,20,40,40,69,71,8,8,20,21,27,29,39,20,61,36,59,CHD,1000000,0,0,0,0,0,0,0,None,,61
Ambrose,Ridinger,74,175,PG,10/1/2004,14,Clifton,NJ,None,2,,0,8,10,16,16,10,21,11,11,48,17,27,9,21,5,5,11,17,19,26,2,2,5,5,7,7,57,8,8,13,84,CHD,1000000,0,0,0,0,0,0,0,None,,61
Nicholas,Samulevicius,74,199,SF,1/21/2003,25,Dolgeville,NY,None,1,,0,12,12,10,13,3,24,7,18,31,13,16,10,17,9,11,12,15,9,10,9,9,10,12,7,16,33,10,5,13,64,CHD,1000000,0,0,0,0,0,0,0,None,,82
Vasco,Demaree,86,262,C,9/5/2004,0,Hanover,NH,None,2,,0,11,20,10,13,4,12,2,2,1,5,5,8,11,16,20,7,13,5,5,14,20,17,19,17,24,49,19,6,8,77,CHD,1000000,0,0,0,0,0,0,0,None,,25
Nazario,Reynold,78,227,PF,10/4/2001,51,Crowder,MS,None,7,Sprained Ankle,0,74,74,35,35,31,35,10,12,5,22,22,23,23,69,69,22,27,26,31,74,74,65,65,73,75,23,59,20,29,76,STL,1000000,0,0,0,0,0,0,0,None,,32
Hassan,Carper,81,214,C,8/13/1993,33,Yorkville,OH,None,15,Broken Finger,0,53,53,23,23,36,36,8,8,4,21,21,20,20,57,57,18,18,22,22,70,70,64,64,58,58,27,49,30,33,34,STL,1000000,0,0,0,0,0,0,0,None,,83
Buster,Cromartie,79,223,PF,11/8/2003,52,Wailua Homesteads,HI,None,5,Bruised Cheekbone,0,60,60,36,36,41,41,20,21,6,26,26,25,25,56,56,29,29,28,28,50,50,66,66,58,58,59,78,32,55,92,FER,1000000,0,0,0,0,0,0,0,None,,95
Isaias,Stejskal,80,238,PF,9/23/1995,50,Oxbow,ND,None,13,Fractured Nose,0,44,44,37,37,41,48,22,23,17,33,33,23,23,58,58,29,29,27,27,46,46,62,62,63,63,27,30,27,31,64,PET,1000000,0,0,0,0,0,0,0,None,,30
Omar,Brindley,76,214,PF,9/20/2001,28,Annville,PA,None,7,,0,48,48,50,55,42,50,52,52,44,48,50,51,51,48,56,56,65,47,50,47,47,44,44,51,55,68,56,38,46,54,STL,1000000,0,0,0,0,0,0,0,None,,24
Bennett,Voorhees,77,211,SF,6/18/2004,18,Orient,IA,None,4,Groin Pull,0,29,29,49,49,51,71,36,36,21,37,37,34,34,39,39,39,39,32,32,44,44,45,45,45,45,59,43,53,46,68,STL,1000000,0,0,0,0,0,0,0,None,,29
Severino,Mullinix,79,210,C,9/24/2004,42,Sault Ste. Marie,MI,None,4,Torn Ligament,0,43,43,45,45,31,62,42,42,27,47,47,39,39,54,54,45,45,43,43,36,36,43,50,47,47,45,59,45,50,77,CHE,1000000,0,0,0,0,0,0,0,None,,27
Josiah,Pocakonis,78,214,SG,1/18/2001,25,Weston,TX,None,7,Bruised Jaw,0,50,53,82,82,43,68,72,89,33,70,72,60,68,35,37,61,61,81,95,26,26,34,38,47,53,66,45,41,34,49,STL,1000000,0,0,0,0,0,0,0,None,,34
Weston,Dye,79,234,C,4/4/1997,26,Rossville,GA,None,11,,0,36,36,55,55,48,59,56,56,40,66,74,44,44,27,27,59,59,55,55,18,18,32,32,38,38,35,29,34,35,69,STL,1000000,0,0,0,0,0,0,0,None,,55
Víctor,Bryon,72,175,PG,10/1/2000,3,Springerton,IL,None,8,,0,42,55,61,61,54,54,63,63,37,64,64,58,58,28,32,70,70,66,66,20,23,28,39,36,42,77,30,45,32,69,STL,1000000,0,0,0,0,0,0,0,None,,41
Everett,Kalina,71,172,PG,4/25/2002,21,Crystal,NM,None,6,Fractured Nose,0,55,55,94,94,98,99,99,99,28,99,99,99,99,30,37,84,84,99,99,16,18,26,37,49,49,22,49,88,72,70,STL,1000000,0,0,0,0,0,0,0,None,,96
Olen,Smith,83,230,C,9/13/2009,44,Erie,PA,Pennsylvania,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,57,2,2,2,75,Draft,0,0,0,0,0,0,0,0,None,,45
Erçelik,Blue,68,159,PG,2/16/2004,2,Bonneauville,PA,None,0,,0,10,10,8,18,6,22,8,19,51,21,25,16,19,5,5,11,11,12,18,2,2,6,6,7,7,21,9,6,10,58,STL,0,0,0,0,0,0,0,0,None,,18
Deangelo,Webb,75,207,SF,9/16/2003,10,New Market,VA,None,3,,0,12,20,10,16,9,18,11,11,20,9,16,12,16,10,12,11,17,13,13,11,12,7,18,9,22,51,15,9,14,49,STL,1000000,0,0,0,0,0,0,0,None,,39
Harold,Hinchey,81,252,C,5/6/2004,41,Eupora,MS,None,3,,0,11,17,7,9,6,11,3,3,6,4,4,5,5,10,10,6,6,5,5,22,22,13,13,14,15,41,24,2,11,70,STL,1000000,0,0,0,0,0,0,0,None,,22
Jimmie,Ackermann,83,261,C,5/25/1993,41,Idyllwild-Pine Cove,CA,None,15,Broken Finger,0,77,77,37,37,48,54,15,15,7,29,31,33,33,77,77,32,35,33,33,77,77,77,77,77,77,31,69,35,75,30,GOU,1000000,0,0,0,0,0,0,0,None,,56
Candelario,Pride,79,223,C,6/28/2004,43,Marlinton,WV,None,4,Severe Migraines,0,60,60,33,37,25,44,9,9,8,18,18,24,24,66,66,21,23,23,23,50,50,73,73,50,50,60,62,26,38,87,GOU,1000000,0,0,0,0,0,0,0,None,,37
Gisbert,Wold,78,223,PF,2/17/2000,44,Trafford,PA,None,8,Strained Back,0,78,78,43,43,27,49,24,28,19,36,39,34,40,79,79,34,35,26,39,56,56,72,72,80,80,42,62,28,29,88,CHE,1000000,0,0,0,0,0,0,0,None,,57
Nathanial,Joyce,84,249,C,5/9/2008,35,Phoenix,AZ,San Diego State,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,29,2,2,2,69,FA,0,0,0,0,0,0,0,0,None,,87
Maximo,Kubala,80,249,SF,4/10/2004,42,Steeleville,IL,None,4,Broken Foot,0,46,46,47,47,39,55,37,37,28,46,46,40,40,56,56,43,43,47,53,31,31,43,43,41,41,53,52,43,55,68,PET,1000000,0,0,0,0,0,0,0,None,,68
Noble,Belfiore,77,211,SF,2/5/2004,24,Stuart,VA,None,4,Concussion,0,59,59,52,52,40,63,43,43,19,54,57,44,44,51,61,49,51,47,47,42,42,56,62,59,71,23,51,45,43,96,CHE,1000000,0,0,0,0,0,0,0,None,,50
Morris,Thornton,84,242,C,12/26/2011,0,San Francisco,CA,San Diego State,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,13,2,2,2,57,Draft,0,0,0,0,0,0,0,0,None,,60
Virmantas,Wingham,75,198,PG,10/22/1994,21,Bowersville,OH,None,14,,0,29,29,52,52,43,61,52,52,45,63,68,40,40,22,22,41,41,50,50,18,18,25,25,38,39,47,23,39,32,51,CHE,1000000,0,0,0,0,0,0,0,None,,9
Dimitri,Chiasson,78,225,C,12/9/1995,3,Spillville,IA,None,13,Severe Migraines,0,37,37,44,44,56,65,57,57,46,46,46,48,55,29,29,52,52,49,49,18,18,32,32,28,28,39,22,25,26,47,CHE,1000000,0,0,0,0,0,0,0,None,,73
Xander,Satcher,78,220,SF,4/19/1997,3,Greensburg,IN,None,11,Broken Arm,0,36,37,48,48,37,77,52,52,35,54,67,40,40,31,35,44,44,55,55,22,22,24,24,30,30,38,29,43,20,54,SON,1000000,0,0,0,0,0,0,0,None,,70
Theodore,Smith,89,244,C,9/15/2011,51,Savannah,GA,Auburn,0,,0,2,5,2,5,2,5,2,5,53,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,55,2,2,2,70,Draft,0,0,0,0,0,0,0,0,None,,96
Jonathan,Tillett,71,168,PG,6/15/2004,22,Dellwood,MO,None,4,Sprained Ankle,0,26,26,42,42,52,68,52,52,41,73,73,70,70,18,20,32,32,45,45,6,6,15,15,20,20,49,41,59,55,76,STL,1000000,0,0,0,0,0,0,0,None,,60
Ken,Nations,68,156,PG,9/6/2004,33,Mansfield,IL,None,0,,0,6,10,9,24,7,26,10,21,44,23,29,10,21,5,5,10,20,10,17,3,3,6,6,6,13,67,9,9,10,74,CHE,0,0,0,0,0,0,0,0,None,,47
Ajibayo,Dejohn,79,226,SF,1/21/2004,2,Dickson,TN,None,2,,0,11,15,11,13,8,18,10,11,32,8,17,8,10,9,16,12,12,9,15,7,14,10,12,9,12,26,13,6,15,83,CHE,1000000,0,0,0,0,0,0,0,None,,77
Thad,Cousin,81,261,C,7/2/2004,53,Batavia,NY,None,4,,0,13,18,6,7,3,11,3,3,7,5,5,7,7,11,13,6,7,6,7,17,18,14,17,13,22,81,20,5,14,53,CHE,1000000,0,0,0,0,0,0,0,None,,20
Fester,Weibel,83,257,C,2/1/1992,41,Indian River Estates,FL,None,16,Sprained Knee,0,49,49,28,28,24,34,8,8,4,20,21,22,22,62,62,20,20,20,20,68,68,61,61,55,55,31,37,13,41,54,PAR,1000000,0,0,0,0,0,0,0,None,,73
Ferruccio,Loveday,82,240,C,7/20/1998,54,Dillonvale,OH,None,10,Jammed Finger,0,48,48,29,29,33,34,8,8,1,19,19,18,20,63,63,20,20,25,27,66,66,62,62,62,62,62,50,10,25,77,MNS,1000000,0,0,0,0,0,0,0,None,,22
Narciso,Wahlen,83,262,C,5/28/1996,42,Banks,AL,None,12,Concussion,0,52,52,33,33,39,43,20,20,18,32,33,27,27,50,50,23,23,24,24,51,51,46,46,47,47,71,37,20,39,79,MNR,1000000,0,0,0,0,0,0,0,None,,61
Homer,Stronach,83,255,PF,4/22/2000,42,Daphne,AL,None,8,Sprained Knee,0,77,77,35,44,31,49,28,35,9,26,30,24,29,75,75,35,37,31,41,53,60,81,81,57,57,45,50,29,38,83,PAR,1000000,0,0,0,0,0,0,0,None,,39
Noble,Cornett,85,268,C,3/8/2010,35,Oberlin,OH,None,0,,0,2,4,2,4,2,5,2,4,18,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,22,2,2,2,62,FA,0,0,0,0,0,0,0,0,None,,37
Tuan,McCraney,75,186,SF,11/23/1999,25,Pollock Pines,CA,None,9,Sprained Ankle,0,58,58,50,54,44,60,50,50,29,54,58,44,44,54,54,65,72,51,51,39,51,38,38,62,64,50,44,54,40,52,PAR,1000000,0,0,0,0,0,0,0,None,,34
Cedric,Garcia,83,239,C,2/16/2007,41,Earle,AR,Wake Forest,0,,0,2,5,2,5,2,5,0,0,0,2,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,56,2,2,2,57,FA,0,0,0,0,0,0,0,0,None,,37
Andre,Niemeyer,76,204,PF,9/12/2000,31,Battlefield,MO,None,8,,0,47,52,60,61,47,67,70,70,44,63,63,42,48,27,27,64,64,61,61,22,22,28,28,46,46,25,30,32,57,71,PAR,1000000,0,0,0,0,0,0,0,None,,44
Malik,Gatts,78,220,C,5/24/1995,13,Nanuet,NY,None,13,Broken Finger,0,39,39,49,49,49,66,66,66,62,53,57,39,39,32,32,59,59,48,48,17,17,29,29,26,26,30,18,31,42,52,PAR,1000000,0,0,0,0,0,0,0,None,,37
Dewayne,Chavez,84,236,C,6/3/2009,43,Pedley,CA,San Jose State,0,,0,2,5,2,5,2,5,2,5,16,2,5,2,5,2,5,2,3,2,5,2,5,1,1,2,5,69,2,2,2,79,FA,0,0,0,0,0,0,0,0,None,,55
Roy,Latorre,71,163,PG,8/10/2002,5,Culbertson,NE,None,6,Bruised Jaw,0,34,46,61,61,54,54,59,59,27,63,63,86,86,21,23,49,49,61,61,9,10,20,26,31,31,57,29,51,44,86,PAR,1000000,0,0,0,0,0,0,0,None,,46
Eke,Fry,71,166,PG,12/15/2001,3,Arlington,MN,None,7,Sprained Knee,0,35,36,54,54,62,79,55,58,51,93,95,90,90,17,17,67,67,63,63,11,11,22,23,29,30,38,37,57,44,75,PAR,1000000,0,0,0,0,0,0,0,None,,39
Dino,Quesinberry,72,171,PG,6/15/2003,23,Evaro,MT,None,4,,0,6,16,11,20,9,17,11,20,52,18,24,17,25,4,11,12,25,17,23,2,2,6,8,7,8,35,10,12,9,55,PAR,1000000,0,0,0,0,0,0,0,None,,50
Tod,Schlager,76,195,SF,6/4/2004,8,Roaring Spring,PA,None,3,,0,10,24,11,26,10,18,10,16,30,9,18,11,24,9,24,10,23,11,23,9,15,8,18,10,20,62,13,4,10,69,PAR,1000000,0,0,0,0,0,0,0,None,,47
Tracy,Ramonas,85,271,C,6/24/2004,53,Prague,OK,None,4,Torn Ligament,0,11,25,8,13,5,13,3,3,8,4,4,5,9,20,28,7,8,6,8,15,25,26,26,9,20,64,25,4,11,89,PAR,1000000,0,0,0,0,0,0,0,None,,51
Virgis,Clonts,83,267,C,12/13/2004,44,Hawk Cove,TX,None,4,Broken Leg,0,67,67,25,25,24,40,8,8,3,14,14,19,19,66,66,18,18,17,17,58,58,49,49,48,48,27,56,32,36,89,ASI,1000000,0,0,0,0,0,0,0,None,,17
Luis,Lopes,81,248,SG,12/3/2003,34,Salemburg,NC,None,5,,0,47,47,27,27,39,40,7,7,7,14,14,20,20,42,42,19,19,21,21,43,43,64,64,39,39,38,62,24,40,68,MNS,1000000,0,0,0,0,0,0,0,None,,35
Dominic,McKenzie,82,256,C,2/21/2008,40,Winona,MN,Minnesota,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,34,2,2,2,69,FA,0,0,0,0,0,0,0,0,None,,1
Jose,Downs,85,244,C,6/28/2013,52,Taneytown,MD,None,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,59,2,2,2,52,Draft,0,0,0,0,0,0,0,0,None,,64
Loyd,Groner,74,185,PG,7/18/1995,20,The Crossings,FL,None,13,,0,55,55,49,49,52,60,41,41,41,47,47,39,39,34,34,52,52,49,49,33,33,36,36,47,47,38,39,22,55,46,ASI,1000000,0,0,0,0,0,0,0,None,,75
Manual,Feiler,78,212,C,5/4/1997,34,Howland,ME,None,11,Concussion,0,39,39,52,52,40,48,49,49,30,48,48,44,44,32,32,42,42,36,36,30,30,39,39,44,44,46,34,25,42,67,TIL,1000000,0,0,0,0,0,0,0,None,,22
Bruno,Herrera,74,189,PG,9/25/2001,5,Dighton,KS,None,7,Sprained Ankle,0,55,55,65,65,38,46,47,47,28,48,60,51,51,50,50,52,52,39,40,40,49,49,49,55,57,44,40,47,49,86,CHD,1000000,0,0,0,0,0,0,0,None,,85
Josiah,Meehan,77,204,SG,1/1/2000,21,Eaton,OH,None,8,Concussion,0,69,69,99,99,79,94,99,99,53,93,93,88,88,43,43,96,96,98,98,34,36,46,46,55,56,60,49,73,79,54,ASI,1000000,0,0,0,0,0,0,0,None,,68
Arron,Edds,75,204,SF,12/21/2000,34,Selma,NC,None,8,Sprained Ankle,0,34,45,73,87,45,71,57,57,60,52,60,53,53,26,26,51,56,79,79,19,22,31,31,43,46,25,29,56,42,68,MNR,1000000,0,0,0,0,0,0,0,None,,27
Bradly,Ehrenberg,73,176,PG,12/27/1997,27,Edwards AFB,CA,None,11,Bruised Cheekbone,0,36,36,78,78,63,66,55,55,42,66,66,60,60,29,29,50,50,43,43,19,19,28,28,28,36,69,19,68,14,60,PLY,1000000,0,0,0,0,0,0,0,None,,68
Bonifacio,Perez,72,173,PG,6/5/1999,3,Sharpsville,PA,None,9,Stress Fracture,0,44,44,88,88,80,99,90,90,49,99,99,93,93,30,30,83,83,93,93,15,15,26,26,50,50,43,41,91,64,60,ASI,1000000,0,0,0,0,0,0,0,None,,56
