FirstName,LastName,Height,Weight,Position,DOB,Uniform,City,State,College,Exp,Injury,TimeInjured,InsideScoring,PotInside,JumpShot,PotJumpShot,FtShot,PotFtShot,3pShot,Pot3pShot,3pUsage,Handling,PotHandling,Passing,PotPassing,PostDefense,PotPostDefense,PerimeterDefense,PotPerimeterDefense,Stealing,PotStealing,Blocking,PotBlocking,OReb,PotOReb,DReb,PotDReb,Fouling,Strength,Quickness,Jumping,Stamina,Team,Contract1,Contract2,Contract3,Contract4,Contract5,Contract6,Contract7,BirdYears,Option,Picname,InjuryAvoidance
Sylvester,Miller,80,227,SF,11/10/2010,23,Kansas City,MO,Xavier,0,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,77
Derek,Uribe,77,185,SF,11/27/2016,33,Tatums,OK,None,1,,0,7,14,13,15,8,10,11,14,52,11,12,12,13,12,20,11,18,8,15,8,12,7,19,9,13,27,7,10,7,71,SAS,1000000,0,0,0,0,0,0,0,None,,60
Bret,Fenner,75,191,SF,11/24/2012,43,Derby,CO,None,2,,0,7,9,14,19,9,14,11,21,13,8,8,15,18,10,13,9,13,5,12,15,15,12,19,9,15,18,20,8,12,18,FLE,1000000,0,0,0,0,0,0,0,None,,71
Ray,Ojugbana,80,233,C,6/26/2012,54,Grand View,ID,None,4,Sprained Ankle,0,5,13,7,22,5,25,4,25,22,5,16,13,19,5,15,9,12,11,25,8,12,8,23,11,21,39,8,7,11,70,QUA,1000000,0,0,0,0,0,0,0,None,,86
Demarcus,Estey,71,156,SG,7/3/2015,24,New York,NY,Connecticut,1,,0,22,39,15,38,10,32,9,24,12,17,29,15,30,30,59,16,23,15,18,34,42,33,48,23,43,36,20,26,21,66,JER,0,0,0,0,0,0,0,0,None,,43
Hamit,Boone,79,217,C,11/28/2012,33,Meire Grove,MN,None,4,,0,47,52,17,36,18,34,7,7,6,12,17,10,31,56,73,9,27,11,23,73,76,39,50,34,41,52,40,17,26,70,WET,1000000,0,0,0,0,0,0,0,None,,75
Cody,Gilroy,73,170,SF,6/14/2016,9,Webster,TX,Oklahoma State,0,,0,17,38,16,34,19,24,10,20,19,13,18,15,21,40,57,20,20,7,26,31,61,24,43,30,40,66,21,16,15,56,MTL,0,0,0,0,0,0,0,0,None,,47
Renato,Thieme,75,190,SG,7/27/2012,4,Selmer,TN,None,4,Sprained Ankle,0,41,47,22,29,22,32,12,20,8,15,17,13,16,37,45,25,25,21,21,33,47,41,41,33,33,66,29,20,25,79,ALB,1000000,0,0,0,0,0,0,0,None,,3
Jesse,Standish,73,189,SF,10/28/2011,8,Zeeland,MI,None,5,Torn Abdominal Muscle,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,42
Edward,Baro,73,175,SG,6/19/2012,10,Saxon,SC,None,4,,0,32,42,39,47,24,32,24,31,42,22,35,36,45,22,34,32,41,28,32,26,30,24,32,33,51,34,27,24,26,87,WET,1000000,0,0,0,0,0,0,0,None,,35
Tommaso,Guenther,77,205,PF,2/22/2010,42,Zillah,WA,None,6,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,4,FA,0,0,0,0,0,0,0,0,None,,86
Eke,Bronson,73,138,SF,12/17/2016,5,Ericson,NE,None,1,,0,16,38,25,29,13,43,29,48,41,13,43,29,44,24,32,23,38,16,40,16,33,30,43,26,47,67,22,14,20,79,JER,0,0,0,0,0,0,0,0,None,,5
Loyd,Silcox,68,162,PG,6/20/2012,23,Dow City,IA,None,4,,0,21,41,48,48,26,41,38,59,39,35,40,47,61,18,35,29,39,42,42,12,19,21,27,18,31,36,23,31,32,69,WET,1000000,0,0,0,0,0,0,0,None,,35
Lauren,Todd,81,232,C,8/24/2011,53,Arlington,MA,Syracuse,0,,0,2,3,2,5,2,5,0,0,0,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,41,2,2,2,8,Draft,0,0,0,0,0,0,0,0,None,,75
Bradford,Hays,82,228,C,11/6/2009,34,Corona,CA,Cal State Northridge,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,3,2,5,2,5,2,5,2,3,2,5,2,5,57,2,2,2,55,Draft,0,0,0,0,0,0,0,0,None,,30
Sam,Jamison,62,149,PG,3/28/2012,14,Norwood,PA,None,0,Strained Back,12,18,25,47,47,21,66,28,44,37,42,59,45,45,10,22,41,43,32,43,6,6,16,16,21,22,58,12,18,31,58,WET,1000000,0,0,0,0,0,0,0,None,,36
Teisius,Shurtleff,67,156,PG,1/15/2016,35,Adams,ND,None,1,Stiff Neck,0,12,21,7,13,12,20,4,21,59,8,20,6,23,5,12,12,18,6,13,8,21,5,24,5,25,12,10,5,12,74,WET,1000000,0,0,0,0,0,0,0,None,,43
Darell,Odom,74,184,SF,7/12/2012,3,New Providence,NJ,None,2,,0,13,13,8,8,9,17,9,10,25,11,11,8,11,9,14,9,12,11,12,6,6,11,12,8,15,26,13,6,9,83,WET,1000000,0,0,0,0,0,0,0,None,,2
Heino,Konsavage,83,235,C,2/5/2012,50,Union,NE,None,4,Stiff Neck,0,10,19,10,20,5,16,6,20,13,11,11,8,11,4,25,10,21,6,14,6,10,5,25,4,16,41,5,3,4,70,DAL,1000000,0,0,0,0,0,0,0,None,,43
Augustus,Marable,80,247,C,7/20/2010,31,Morgan,UT,None,6,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,40
Bob,Mendieta,71,164,C,5/14/2012,53,Glen Lyon,PA,None,4,Hernia,0,34,47,15,21,12,20,8,8,2,8,10,14,15,52,52,13,13,16,18,53,60,44,55,44,44,39,33,11,20,67,PIE,0,0,0,0,0,0,0,0,None,,26
Sancho,Leverett,74,194,SF,11/3/2015,22,Memphis,TN,Samford,1,,0,2,5,2,5,2,5,2,5,32,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,43,2,2,2,80,FA,0,0,0,0,0,0,0,0,None,,49
Noble,McNally,75,174,SG,11/11/2012,32,Barker Heights,NC,None,4,,0,42,47,24,33,12,27,11,20,25,14,19,14,32,38,45,20,37,12,25,24,53,34,53,30,34,43,26,17,25,60,MTL,1000000,0,0,0,0,0,0,0,None,,26
Auguste,Rutan,70,135,SF,4/7/2016,21,Louisville,KY,Alabama,0,,0,21,46,44,66,16,41,13,42,43,28,28,29,44,25,35,32,45,12,40,16,31,14,37,18,54,61,10,21,31,63,MTL,0,0,0,0,0,0,0,0,None,,62
Demetrijus,Pendley,70,158,SG,8/27/2012,34,White Bluff,TN,None,4,,0,18,36,29,37,20,45,30,30,36,27,28,20,30,15,26,32,39,20,26,31,33,27,27,31,39,75,17,15,18,82,PIE,1000000,0,0,0,0,0,0,0,None,,38
Lyman,Bly,70,142,SG,1/3/2016,25,Salmon Brook,CT,Seton Hall,0,,0,19,30,31,31,25,60,27,45,51,18,35,32,39,13,23,18,39,20,35,11,17,14,21,21,26,45,20,23,27,48,JER,0,0,0,0,0,0,0,0,None,,8
Merle,Valdez,72,182,SG,9/27/2012,1,Wellsville,KS,None,4,Bruised Hip,0,21,33,43,59,35,41,41,41,46,29,31,30,38,17,24,30,30,40,47,13,15,23,25,16,29,71,17,24,42,80,PIE,1000000,0,0,0,0,0,0,0,None,,95
John,Blecha,67,136,PG,3/14/2016,22,Dry Run,OH,St. John's,1,,0,15,27,24,52,29,40,26,37,47,27,37,29,33,11,24,26,37,22,41,7,17,12,22,24,24,62,17,34,33,50,SAS,0,0,0,0,0,0,0,0,None,,46
Lyle,McLain,68,134,PG,10/13/2012,12,Ridgeland,MS,None,4,Sprained Ankle,0,21,38,30,40,30,39,47,56,27,38,44,30,45,20,29,27,40,36,36,12,12,15,23,18,21,50,13,23,36,55,PIE,1000000,0,0,0,0,0,0,0,None,,69
Alec,Miller,83,267,C,5/15/2009,44,Burien,WA,Washington,0,,0,2,5,2,5,2,5,0,0,0,2,5,1,1,2,5,2,5,2,5,2,5,2,5,2,5,83,2,2,2,60,Draft,0,0,0,0,0,0,0,0,None,,85
Edmond,Williams,84,228,C,5/7/2008,43,Mayville,NY,St. Francis-NY,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,31,2,2,2,48,Draft,0,0,0,0,0,0,0,0,None,,56
Nurcan,Kelleher,65,152,PG,7/11/2016,11,Hill City,SD,None,1,,0,7,27,13,28,7,22,13,14,41,17,18,16,36,6,16,12,36,15,18,3,3,6,8,8,15,52,7,8,13,52,PIE,0,0,0,0,0,0,0,0,None,,13
Gustavo,Demarco,69,153,SF,3/15/2012,13,Massena,IA,None,0,,0,11,12,11,11,4,17,8,8,32,9,9,8,8,6,6,10,12,7,7,9,9,7,8,10,11,81,11,6,10,77,PIE,0,0,0,0,0,0,0,0,None,,85
Cornell,Chadwick,71,175,C,2/25/2012,55,Oconto Falls,WI,None,1,,0,13,25,7,14,4,9,2,2,3,5,5,7,15,15,23,5,14,5,5,16,20,17,20,13,17,20,11,4,13,74,PIE,0,0,0,0,0,0,0,0,None,,24
Edi,Dezelan,76,206,PG,4/1/2010,20,Lucija,Slovenia,None,0,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,52
Kevin,Bogart,72,157,PG,11/19/2011,25,Robbinsdale,MN,Wisconsin,0,,0,2,5,2,5,2,5,2,5,5,2,5,2,5,1,1,2,5,2,5,2,4,1,2,2,5,65,2,2,2,30,Draft,0,0,0,0,0,0,0,0,None,,57
Paris,Miley,76,172,PF,1/17/2016,30,Emerson,GA,Georgia,0,,0,35,52,15,24,23,31,3,5,5,8,12,10,18,30,48,15,21,13,13,56,60,29,54,49,57,43,34,14,29,77,LIT,0,0,0,0,0,0,0,0,None,,63
Arnulfo,Blaser,69,154,PF,9/1/2016,50,Smithton,IL,Brigham Young,0,,0,22,60,18,33,14,22,14,22,9,10,16,15,27,35,55,13,38,12,21,29,41,32,43,38,43,46,33,12,21,72,MTL,0,0,0,0,0,0,0,0,None,,73
Michael,Wright,83,217,C,11/10/2011,42,Torrington,CT,Georgetown,0,,0,2,4,2,5,2,5,0,0,0,2,5,2,5,2,5,2,5,2,3,2,5,2,5,2,5,55,2,2,2,39,Draft,0,0,0,0,0,0,0,0,None,,58
Edmundo,Farrell,72,154,SF,6/18/2016,33,Medulla,FL,Florida State,0,,0,53,65,52,85,45,63,45,51,26,50,64,49,53,42,61,42,63,51,69,41,70,50,50,64,64,57,50,39,35,78,LIN,0,0,0,0,0,0,0,0,None,,45
Oren,Greek,70,144,SG,7/25/2012,28,Laporte,PA,None,4,,0,33,33,26,26,15,43,17,17,24,22,22,14,22,23,23,26,26,24,24,13,13,21,21,22,28,24,30,22,35,52,LIN,1000000,0,0,0,0,0,0,0,None,,36
Jorge,Delgado,81,232,C,7/4/2011,40,Niagara Falls,NY,Colgate,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,2,4,2,5,2,5,2,5,2,5,93,2,2,2,44,Draft,0,0,0,0,0,0,0,0,None,,6
Justin,Baldwin,80,199,SF,10/17/2012,4,Collierville,TN,None,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,4,2,5,2,5,2,5,2,5,2,5,2,5,83,2,2,2,24,FA,0,0,0,0,0,0,0,0,None,,79
Thierry,Ewers,66,165,SG,3/20/2012,24,South Weber,UT,None,2,,0,15,23,32,40,24,46,39,39,52,30,30,23,29,10,16,33,33,22,37,13,13,15,20,17,17,46,33,14,30,79,LIN,0,0,0,0,0,0,0,0,None,,70
Nickolas,Malia,70,160,PG,5/24/2016,32,Springfield,IL,Syracuse,0,,0,22,28,33,64,27,39,31,60,55,17,50,32,51,7,23,26,40,19,43,6,15,18,32,20,32,56,19,33,18,56,ALB,0,0,0,0,0,0,0,0,None,,73
Korey,Martineau,65,147,PG,9/25/2012,20,Indian Springs,NV,None,4,,0,27,30,20,26,21,59,35,36,29,44,47,59,59,17,18,27,27,39,48,7,7,13,18,17,17,59,20,21,24,68,LIN,1000000,0,0,0,0,0,0,0,None,,65
Dominic,Throckmorton,66,150,PG,11/12/2012,23,Mexico Beach,FL,None,2,,0,7,9,14,17,5,16,13,23,38,11,19,13,20,5,5,8,19,9,25,3,3,6,6,8,10,67,11,13,10,70,LIN,0,0,0,0,0,0,0,0,None,,52
Columbano,Esteves,69,178,SF,8/7/2012,3,Louisville,GA,None,2,,0,9,14,12,12,4,19,9,9,18,8,8,9,9,10,14,8,10,8,13,9,11,9,10,9,9,28,11,7,17,76,LIN,0,0,0,0,0,0,0,0,None,,51
Nathanial,Gilliland,77,218,C,2/10/2016,43,Russell,KS,None,1,Broken Foot,0,12,12,8,9,4,11,2,2,0,5,6,4,4,10,16,5,5,4,4,14,14,12,14,13,13,31,23,4,10,62,QUA,1000000,0,0,0,0,0,0,0,None,,22
Ubaldas,Steib,84,241,C,8/2/2010,45,Portland,ND,None,6,Jammed Finger,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,73
Boyd,Howland,81,223,C,9/11/2011,54,Hiland Park,FL,None,5,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,45
Kendrick,Timberlake,77,196,SG,6/5/2009,24,Houston,TX,Texas,0,,0,0,0,2,5,2,5,2,5,5,2,5,2,5,1,1,2,5,2,5,2,5,2,3,2,5,91,2,2,2,54,Draft,0,0,0,0,0,0,0,0,None,,92
Kasey,Alvarez,72,180,SF,6/16/2012,42,Boston,IN,None,4,,0,37,47,28,45,25,25,12,22,5,12,25,18,22,40,51,25,34,23,33,26,31,44,58,26,35,35,22,22,29,70,MTL,1000000,0,0,0,0,0,0,0,None,,56
Bora,Barletta,76,186,PF,7/20/2016,54,West Babylon,NY,North Florida,1,,0,44,54,13,21,15,23,5,6,8,6,18,17,18,32,49,10,20,14,18,37,42,35,52,37,55,29,34,13,19,64,JER,0,0,0,0,0,0,0,0,None,,93
Daniil,Belotserkovsky,79,229,SF,6/14/2011,40,Kusa,Russia,None,1,,0,2,4,2,4,2,5,2,4,2,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,2,2,3,FA,0,0,0,0,0,0,0,0,None,,74
Xavier,Traughber,72,156,PF,1/13/2016,2,Meridian,ID,None,1,Concussion,0,29,35,17,30,22,26,12,15,21,15,21,10,23,38,38,10,29,16,22,30,39,22,31,32,35,45,33,15,22,81,JER,0,0,0,0,0,0,0,0,None,,25
Jimmy,Deroche,68,132,SG,8/7/2016,8,Ontario,OH,None,1,,0,8,29,33,58,20,39,23,64,59,23,47,21,36,11,20,28,45,25,37,8,19,20,20,23,35,70,27,23,23,77,ARI,1000000,0,0,0,0,0,0,0,None,,27
Fredric,Hamilton,79,196,SF,12/31/2010,9,Oakland,CA,San Diego,0,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,14
Milovan,Porche,68,155,PG,4/16/2012,27,Salem,MA,None,2,,0,26,47,53,72,15,53,49,77,31,43,43,20,40,10,40,30,45,37,53,12,20,18,23,15,28,40,17,20,18,75,REN,1000000,0,0,0,0,0,0,0,None,,16
Jordon,Coman,64,153,PG,7/8/2012,35,Taunton,MN,None,4,,0,24,28,33,33,19,43,36,36,46,47,47,39,44,12,12,23,37,36,36,7,7,14,14,11,25,48,18,28,15,60,MTL,1000000,0,0,0,0,0,0,0,None,,79
Pablo,Casero,84,236,C,3/1/2011,43,Grayson Valley,AL,Florida A&M,0,,0,2,5,2,5,2,5,0,0,0,2,5,0,0,2,5,2,5,2,5,2,5,2,5,2,5,97,2,2,2,34,Draft,0,0,0,0,0,0,0,0,None,,72
Guy,Langford,68,153,PG,8/11/2012,10,Millersburg,OR,None,0,,0,7,7,10,10,7,19,9,17,34,15,17,11,17,5,5,13,16,10,10,2,2,3,3,6,6,62,8,10,12,73,MTL,0,0,0,0,0,0,0,0,None,,18
Gérald,Rudloff,72,190,SF,11/23/2012,4,Lawnside,NJ,None,2,,0,10,13,11,11,8,14,9,10,17,11,16,11,13,12,12,9,12,10,10,9,10,11,12,9,12,80,10,11,11,63,SAS,1000000,0,0,0,0,0,0,0,None,,28
Rudolph,Nieman,75,188,C,2/17/2016,43,Lawrence,NE,None,1,,0,13,16,6,8,6,12,4,4,3,7,7,8,8,13,19,4,4,4,4,26,26,15,18,11,14,55,15,4,12,54,JER,1000000,0,0,0,0,0,0,0,None,,63
Chris,Harris,73,158,PG,9/2/2009,35,Miami Springs,FL,Kentucky,0,,0,2,5,2,5,2,5,2,5,17,2,5,2,5,2,5,2,5,2,5,1,1,1,1,2,4,28,2,2,2,78,Draft,0,0,0,0,0,0,0,0,None,,95
Sid,McFate,78,217,PF,8/28/2012,31,Hope,ND,None,4,Sprained Ankle,0,75,75,36,41,38,44,12,13,8,19,19,43,52,76,76,31,31,27,36,90,90,103,103,70,70,40,66,24,54,80,ALB,1000000,0,0,0,0,0,0,0,None,,48
Gaspar,Lorente,76,217,SG,4/26/2010,35,Maunie,IL,Kentucky,0,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,76
Otis,Record,73,173,PF,10/6/2012,52,Catarina,TX,None,4,,0,37,37,20,26,22,38,13,18,4,14,14,16,22,42,42,14,25,18,23,33,33,49,49,31,31,57,28,21,35,86,PIE,1000000,0,0,0,0,0,0,0,None,,94
Max,Skinner,84,232,PF,12/29/2009,44,Bowling Green,OH,Duke,0,,0,2,5,2,5,2,5,0,0,0,2,5,1,1,2,4,2,4,2,5,2,5,2,5,2,5,7,2,2,2,52,Draft,0,0,0,0,0,0,0,0,None,,52
Will,Long,76,163,PG,3/5/2009,13,Hartford,CT,Michigan,0,,0,1,1,2,5,2,5,2,5,23,2,5,2,5,2,5,2,5,2,5,2,5,2,4,2,5,96,0,2,2,63,Draft,0,0,0,0,0,0,0,0,None,,22
Carrol,Whitten,73,180,SG,6/1/2012,32,Bogalusa,LA,None,4,,0,28,30,28,31,23,49,27,29,23,21,28,16,19,28,30,21,21,21,23,24,35,22,28,22,22,51,29,28,25,47,LIT,1000000,0,0,0,0,0,0,0,None,,23
Denny,Whitson,74,188,SG,1/9/2010,7,Compton,CA,Arizona,0,,0,1,3,2,5,2,5,2,5,23,2,5,2,3,2,5,2,5,2,5,1,2,2,5,1,3,36,2,2,2,43,Draft,0,0,0,0,0,0,0,0,None,,34
Cyril,Tunstall,83,241,C,1/27/2010,35,Indian Rocks Beach,FL,Wake Forest,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,1,2,2,5,2,5,2,5,2,5,57,2,2,2,58,Draft,0,0,0,0,0,0,0,0,None,,50
Oren,Eargle,66,160,SG,3/7/2012,28,Peshtigo,WI,None,3,,0,23,27,35,41,33,37,44,55,60,30,46,22,29,11,21,31,51,32,45,11,15,22,22,25,29,45,23,23,42,54,ALB,1000000,0,0,0,0,0,0,0,None,,48
Luis,Gober,62,128,PG,2/19/2016,50,Minnetonka,MN,Minnesota,1,,0,35,40,57,67,79,81,61,61,37,62,69,79,83,20,20,46,51,63,63,6,9,14,25,25,34,43,36,68,46,78,ARI,0,0,0,0,0,0,0,0,None,,35
Vytas,Statham,73,150,SF,11/27/2016,31,Morris Plains,NJ,South Florida,0,,0,37,49,14,30,11,24,9,21,7,15,18,9,23,32,67,16,21,15,26,31,34,37,50,19,48,28,18,16,22,81,REN,0,0,0,0,0,0,0,0,None,,94
Willy,Booker,62,154,PG,11/21/2012,34,Old Brookville,NY,None,0,,0,6,11,15,15,5,17,9,9,23,23,23,10,22,5,5,10,16,13,17,3,3,4,4,7,8,39,8,6,10,64,ALB,0,0,0,0,0,0,0,0,None,,2
Willy,Manry,73,180,SF,2/1/2016,35,Mullen,NE,None,1,,0,10,12,10,10,6,11,7,7,22,10,13,10,10,9,12,11,15,8,8,7,8,11,14,9,13,67,13,10,14,71,ALB,0,0,0,0,0,0,0,0,None,,58
Romolo,Lamorte,81,226,C,12/20/2012,52,Bridgewater,VA,None,4,,0,13,30,10,19,7,20,10,12,36,12,17,13,25,6,28,10,15,7,18,8,25,9,25,8,13,42,6,8,6,71,QUA,1000000,0,0,0,0,0,0,0,None,,59
Agustin,Lasko,67,124,PG,4/11/2016,30,Wood River,IL,None,1,Dislocated Shoulder,0,21,45,21,45,31,55,19,42,34,29,32,16,50,22,49,30,43,21,37,22,45,18,49,19,54,39,35,24,19,77,ARI,0,0,0,0,0,0,0,0,None,,65
Azi,Goldman,76,199,PF,2/10/2012,42,Eldorado,OK,None,4,,0,39,39,15,15,12,26,4,4,5,7,7,11,12,32,32,18,18,14,17,35,35,23,30,36,36,63,38,12,26,55,JAC,1000000,0,0,0,0,0,0,0,None,,81
Hubert,Stcyr,74,180,PG,2/4/2009,35,Fernway,PA,Duke,0,,0,2,5,2,5,2,5,2,3,3,2,5,2,5,2,5,2,5,2,5,2,4,2,5,1,1,69,2,2,2,75,Draft,0,0,0,0,0,0,0,0,None,,63
Barry,Sisson,72,170,SF,8/5/2012,9,St. George,UT,None,4,,0,59,59,25,25,37,56,29,29,20,30,30,30,30,54,54,40,40,32,32,56,56,55,55,57,57,58,72,33,53,77,WET,1000000,0,0,0,0,0,0,0,None,,94
Wilbur,Kindig,71,128,C,3/23/2016,13,Aurora,IL,None,1,,0,35,39,6,25,17,25,7,9,1,11,20,14,23,42,60,9,14,6,25,33,54,36,44,32,54,65,32,14,31,90,FLE,0,0,0,0,0,0,0,0,None,,99
Manual,Mendieta,76,182,SG,8/27/2016,45,North Patchogue,NY,George Mason,0,,0,34,43,15,32,24,33,10,19,5,19,22,18,18,22,49,12,29,13,26,18,36,25,50,30,46,56,32,20,32,52,FLE,0,0,0,0,0,0,0,0,None,,33
Don,Moose,67,149,PG,1/10/2012,34,Red Bank,TN,None,3,Sprained Knee,0,18,27,18,20,13,44,19,23,24,32,32,22,27,32,36,21,21,22,31,24,24,20,20,26,32,42,29,25,28,80,QUA,1000000,0,0,0,0,0,0,0,None,,28
Lynn,Gonzalez,83,259,C,4/29/2011,50,New York,NY,Iona,0,,0,2,5,2,5,2,5,0,0,0,2,5,1,2,2,5,2,5,2,4,2,5,2,5,2,5,60,2,1,2,48,Draft,0,0,0,0,0,0,0,0,None,,27
Oliver,Sisto,70,152,SG,8/26/2012,24,Rutledge,TN,None,3,,0,28,28,44,44,24,50,28,28,46,25,26,29,29,18,18,36,36,35,39,10,10,17,17,17,17,47,20,15,28,69,QUA,1000000,0,0,0,0,0,0,0,None,,46
Brian,Anderson,86,237,C,2/5/2012,52,New York,NY,Nevada,0,,0,2,3,2,5,2,5,1,1,1,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,33,2,2,2,42,Draft,0,0,0,0,0,0,0,0,None,,34
Douglas,Hernandez,81,243,PF,5/8/2012,52,Terre Haute,IN,St. John's,0,,0,2,5,2,5,2,5,2,5,12,2,5,1,4,2,5,2,5,2,5,2,5,2,5,2,5,38,2,2,2,36,Draft,0,0,0,0,0,0,0,0,None,,57
Darrick,Simmons,69,159,SG,1/28/2012,21,Wells,NV,None,4,,0,16,25,34,35,31,46,40,42,38,44,58,48,48,13,13,40,40,45,52,8,9,11,11,14,16,61,14,30,39,68,WET,1000000,0,0,0,0,0,0,0,None,,49
Lou,Banegas,64,148,PG,6/24/2012,3,Cameron,OK,None,0,,0,9,20,9,21,8,19,13,13,26,11,13,12,29,5,14,11,22,14,19,2,2,5,6,7,7,56,8,14,9,52,QUA,0,0,0,0,0,0,0,0,None,,41
Dionizas,Folks,69,173,SF,8/20/2016,8,South Pasadena,CA,None,0,,0,11,21,9,17,6,15,10,12,16,10,11,10,18,8,16,9,20,9,10,9,10,10,12,9,14,66,8,10,16,50,QUA,0,0,0,0,0,0,0,0,None,,42
