FirstName,LastName,Height,Weight,Position,DOB,Uniform,City,State,College,Exp,Injury,TimeInjured,InsideScoring,PotInside,JumpShot,PotJumpShot,FtShot,PotFtShot,3pShot,Pot3pShot,3pUsage,Handling,PotHandling,Passing,PotPassing,PostDefense,PotPostDefense,PerimeterDefense,PotPerimeterDefense,Stealing,PotStealing,Blocking,PotBlocking,OReb,PotOReb,DReb,PotDReb,Fouling,Strength,Quickness,Jumping,Stamina,Team,Contract1,Contract2,Contract3,Contract4,Contract5,Contract6,Contract7,BirdYears,Option,Picname,InjuryAvoidance
Shannon,Monte,74,225,SG,8/15/1996,28,New York,NY,Manhattan,0,,0,0,1,19,53,72,80,0,0,0,8,16,5,10,4,11,6,14,17,47,2,7,2,5,5,14,91,73,77,33,68,Draft,0,0,0,0,0,0,0,0,None,,35
Kevin,Davis,85,248,C,3/14/1983,52,Chicago,IL,Cincinnati,10,,0,40,40,8,8,32,38,1,1,1,7,7,7,7,51,51,20,20,17,18,60,60,37,37,24,26,36,65,22,42,50,D87,0,0,0,0,0,0,0,0,None,,0
Emmitt,Bowman,84,244,C,7/24/1989,51,Timberlane,LA,Louisiana Tech,8,,0,16,20,32,46,67,69,0,0,0,13,14,4,4,28,29,3,3,19,23,17,19,14,20,33,33,49,76,8,22,38,IAE,88923,100038,0,0,0,0,0,6,None,,12
Hugo,Harris,83,245,C,12/28/1996,52,Philadelphia,PA,Davidson,0,,0,12,23,8,17,46,47,0,0,0,11,18,3,6,13,23,5,9,5,9,12,21,21,36,27,50,25,71,20,37,48,Draft,0,0,0,0,0,0,0,0,None,,30
Robert,Wilkins,83,256,C,5/15/1994,44,Halfway,MD,Maryland,1,,0,28,46,20,38,43,47,0,0,0,14,27,3,3,23,35,13,23,14,20,21,28,12,20,29,39,87,66,6,40,5,T95,8335,11100,0,0,0,0,0,0,None,,11
Kenneth,Rodriguez,83,248,PF,3/1/1985,45,Bakersfield,CA,San Diego,10,,0,6,6,27,27,26,33,0,0,0,17,19,4,4,21,21,12,12,22,24,22,22,31,36,45,45,9,62,33,82,72,BKR,0,0,0,0,0,0,0,0,None,,33
Benton,Morton,84,248,C,11/15/1992,41,Jacksonville,FL,Duke,1,Jammed Finger,0,9,11,8,9,32,32,0,0,0,7,8,6,7,25,32,5,5,19,23,29,39,16,18,46,58,48,78,2,37,9,IDS,13315,14979,16644,0,0,0,0,0,None,,32
Oscar,Vaughan,84,240,C,2/11/1990,51,Cudahy,CA,Cal State Fullerton,3,,0,29,34,44,46,59,71,0,0,0,51,58,8,8,20,25,7,7,16,18,31,31,34,36,8,8,74,66,20,63,31,FWN,37108,38971,0,0,0,0,0,2,None,,59
James,Alessi,84,242,C,5/16/1986,41,Visalia,CA,Utah,8,Dislocated Shoulder,6,12,13,15,15,35,45,0,0,0,1,1,3,3,47,55,6,6,3,3,61,61,22,25,15,17,89,42,18,67,40,ERI,211985,221722,231459,241196,0,0,0,0,None,,77
Carlo,Santos,84,253,C,10/16/1995,54,McKinleyville,CA,Washington,0,,0,9,12,11,17,48,50,0,0,0,15,18,7,9,10,15,7,8,19,34,14,19,10,11,10,16,55,59,8,28,44,FA,0,0,0,0,0,0,0,0,None,,42
Miro,Mankoc,85,236,C,4/24/1983,34,Kranj,Slovenia,None,11,,0,6,7,41,42,63,74,0,0,0,6,6,9,9,62,62,1,1,17,18,19,19,37,37,16,16,42,57,28,63,66,FWN,295308,307413,319518,331623,0,0,0,1,None,,57
Robert,Perez,86,239,C,5/25/1988,42,San Bernardino,CA,Jacksonville State,9,,0,8,8,25,25,55,55,0,0,0,14,14,12,12,66,66,6,6,9,9,43,43,4,4,44,44,57,66,6,23,46,TXL,245159,259711,0,0,0,0,0,2,None,,94
Tobias,Jenkins,84,228,C,12/1/1999,45,Joliet,IL,Northern Iowa,1,,0,5,7,10,13,46,46,0,0,0,12,23,17,22,12,20,8,11,2,2,12,19,12,22,17,23,32,52,43,49,60,IAE,7600,0,0,0,0,0,0,0,None,,22
Hubert,Taylor,86,240,PF,6/2/1985,31,Shiprock,NM,New Mexico,8,,0,5,5,31,34,59,63,0,0,0,14,14,11,11,66,66,10,10,13,14,60,60,38,38,17,20,46,52,4,23,23,T95,231890,244541,257191,269842,282493,0,0,7,None,,68
William,Eversole,84,230,C,7/5/1995,32,New York,NY,Auburn,0,,0,25,37,31,37,16,17,0,0,0,9,13,3,4,13,16,13,15,9,11,22,23,16,17,20,28,63,70,36,54,73,Draft,0,0,0,0,0,0,0,0,None,,43
Daniel,Martinez,84,246,C,7/3/1983,35,Garland,TX,Austin Peay,14,,0,16,19,32,32,60,63,0,0,0,9,9,6,6,59,59,18,18,11,11,13,13,27,31,14,14,96,71,1,24,13,TXL,204613,206260,0,0,0,0,0,4,None,,40
Ollie,Flowers,84,234,C,4/7/1987,41,New Castle,PA,Villanova,11,Jammed Finger,0,13,14,11,11,38,41,0,0,0,32,32,6,6,44,50,4,4,11,14,24,28,41,47,15,16,82,74,15,50,50,CAN,225419,236538,0,0,0,0,0,0,None,,62
Eugenio,Hall,83,214,C,5/10/1991,33,Manchester,NH,St. Francis-NY,2,Severe Migraines,0,19,19,22,22,45,49,0,0,0,28,34,13,13,38,39,4,4,4,4,23,24,13,15,28,28,8,59,5,33,46,SFS,24079,27089,30099,0,0,0,0,1,None,,81
Roy,Roberts,85,228,C,1/13/1992,34,Benavides,TX,Southern Illinois,2,,0,39,54,5,6,34,36,0,0,0,18,27,3,3,52,64,2,2,17,23,35,38,3,3,12,13,93,46,7,29,42,BKR,0,0,0,0,0,0,0,0,None,,68
Ratibor,Babich,83,246,C,2/12/1993,51,Krizevci,Croatia,None,1,,0,4,7,13,23,47,53,0,0,0,10,21,1,3,29,46,4,6,5,8,24,37,14,24,16,26,43,59,16,62,36,WSK,7600,11100,0,0,0,0,0,0,None,,76
Andy,Irwin,81,234,C,3/2/1982,41,Bridgeport,PA,Colgate,14,,0,7,7,16,18,42,49,0,0,0,7,7,2,2,28,28,3,3,14,14,28,30,20,20,53,53,48,65,8,25,40,FA,0,0,0,0,0,0,0,0,None,,98
Joe,Scott,84,258,C,12/13/1991,0,Sunnyvale,CA,Cal State Bakersfield,3,Sprained Knee,0,21,33,6,12,36,42,0,0,0,11,25,5,8,49,75,7,12,32,62,34,58,22,32,17,34,84,62,13,51,18,GRD,33293,37455,0,0,0,0,0,2,None,,24
James,Sabin,83,229,C,4/26/1991,32,Taylorsville,UT,Oklahoma State,7,Inflamed Appendix,0,17,21,30,41,34,45,0,0,0,24,38,6,7,33,44,6,8,13,15,7,8,43,51,33,39,99,48,26,49,73,IAE,132528,141052,149576,158101,0,0,0,3,None,,35
Antione,Garcia,84,249,C,6/6/1987,43,Sunnyvale,CA,None,10,,0,14,16,15,15,30,33,0,0,0,5,6,3,3,67,67,23,23,9,10,19,19,9,9,38,38,29,65,0,38,48,WSK,245159,0,0,0,0,0,0,0,None,,22
John,Smith,83,238,C,6/6/1992,0,Duluth,MN,Green Bay,1,Sprained Knee,0,23,31,7,11,40,41,0,0,0,18,27,10,14,29,48,6,8,5,7,2,2,54,80,35,46,90,48,11,48,21,SFS,13315,14543,15770,0,0,0,0,0,None,,73
Ward,Miller,84,230,C,2/28/1994,42,Deltona,FL,Michigan State,1,,0,9,18,6,14,40,44,0,0,0,1,1,4,6,16,26,9,16,4,6,9,18,20,42,53,82,58,58,36,56,84,BKR,23781,23832,23883,23935,0,0,0,0,None,,73
Loren,Kieffer,81,222,PF,4/13/1995,40,San Jose,CA,Washington,1,,0,5,10,12,33,61,63,0,0,0,7,17,4,10,7,16,14,33,17,35,9,18,13,30,10,21,20,68,39,53,67,WSK,7600,11100,0,0,0,0,0,0,None,,46
August,Brown,73,191,PG,4/11/1996,1,Los Angeles,CA,Saint Mary's,0,,0,18,28,41,66,79,80,46,63,58,6,9,5,6,4,6,23,29,50,58,2,3,1,1,5,8,19,37,92,69,80,Draft,0,0,0,0,0,0,0,0,None,,79
Stanford,Wynne,83,225,C,11/28/1985,45,Cut Off,LA,Texas Tech,10,Sprained Ankle,0,8,8,16,20,47,50,26,26,21,19,19,8,9,33,38,3,3,13,13,44,44,48,55,26,26,70,41,11,16,50,GRD,175382,186839,0,0,0,0,0,4,None,,65
Forrest,Calvo,80,235,PF,6/24/1989,54,Pierce,NE,Nebraska,8,,0,13,15,53,64,70,76,0,0,0,13,15,4,4,20,27,2,2,8,9,9,13,1,1,26,35,45,67,25,35,43,ERI,29618,33320,0,0,0,0,0,1,None,,9
Graig,Compton,86,215,C,9/7/1997,53,Santa Barbara,CA,Brigham Young,0,,0,1,3,5,11,38,41,0,0,0,5,16,2,6,9,19,2,7,3,8,8,18,4,10,13,29,2,58,8,29,31,Draft,0,0,0,0,0,0,0,0,None,,21
Lester,Fagan,81,212,PF,12/18/1990,42,Laurel Park,VA,Virginia,3,,0,20,23,7,8,32,39,0,0,0,24,27,5,5,28,29,14,15,9,10,28,29,8,9,27,30,33,50,17,31,52,CAN,12900,14512,0,0,0,0,0,2,None,,84
Joel,Lee,82,243,PF,3/17/1992,50,Hackensack,NJ,Purdue,5,,0,11,15,21,28,54,58,0,0,0,18,23,4,5,26,32,1,1,1,1,10,14,30,37,14,20,5,47,14,44,29,FA,0,0,0,0,0,0,0,0,None,,57
Sabastian,Murga,81,217,C,8/23/1980,45,Lárisa,Greece,None,14,,0,16,18,39,39,56,62,0,0,0,38,38,14,14,30,32,13,13,7,7,38,39,24,24,34,40,37,60,26,35,42,CAN,166467,187275,208084,0,0,0,0,1,None,,80
Virmantas,Daukszas,82,221,C,12/23/1985,55,Klaipeda,Lithuania,None,11,,0,9,11,63,63,39,43,0,0,0,42,52,17,22,20,20,18,21,49,49,10,10,40,40,35,36,13,61,14,43,58,MNE,23800,0,0,0,0,0,0,0,None,,46
Gary,Stgermain,83,246,C,5/12/1989,43,Ballwin,MO,Kentucky,5,Broken Finger,0,44,56,34,46,67,76,65,76,81,33,34,31,32,33,36,26,32,18,23,39,41,58,58,40,46,67,57,22,22,38,SCZ,221992,249741,277490,0,0,0,0,5,None,,74
Charles,Hawkins,81,226,PF,10/8/1995,30,French Settlement,LA,Furman,0,,0,11,19,16,20,44,50,16,20,19,28,44,16,20,18,23,3,5,11,15,12,21,39,62,28,38,62,52,44,41,64,Draft,0,0,0,0,0,0,0,0,None,,93
Bo,Yi,80,234,PF,5/25/1992,34,Boston,MA,Iona,2,Severe Migraines,0,33,41,13,20,45,50,18,22,25,30,33,3,3,12,14,2,2,24,38,26,32,47,56,16,22,35,62,19,46,63,IDS,24079,27089,30099,0,0,0,0,1,None,,65
Deandre,O'Neal,80,234,PF,10/11/1992,40,Chicago,IL,Illinois-Chicago,0,,0,14,22,26,38,60,68,0,0,0,12,17,9,13,11,19,3,4,6,8,3,5,12,18,11,21,32,54,33,34,65,RIO,7600,0,0,0,0,0,0,0,None,,31
Keith,Lotz,76,205,SG,1/27/1997,24,Norwalk,CT,Georgetown,0,,0,6,9,22,27,51,57,10,16,19,16,21,5,7,8,11,8,12,10,16,12,15,3,4,17,21,66,44,59,40,57,Draft,0,0,0,0,0,0,0,0,None,,5
Daniel,Brown,82,231,PF,5/14/1996,44,Payson,AZ,Arizona,1,,0,3,10,35,67,51,55,33,61,48,8,11,7,19,16,32,3,12,15,32,10,17,22,45,18,26,65,57,19,27,49,IAE,7600,11100,0,0,0,0,0,0,None,,10
Edward,Rinaldi,82,245,PF,12/25/1992,42,Atkinson,IL,Valparaiso,1,,0,10,12,12,15,41,45,0,0,0,15,24,13,14,18,26,14,22,17,23,18,24,38,56,14,16,49,60,22,40,33,FA,0,0,0,0,0,0,0,0,None,,10
Jarrett,Collins,79,181,SG,4/5/1995,9,Jackson,MS,Miami,0,,0,4,7,27,46,70,76,0,0,0,17,29,11,21,3,5,16,28,14,28,3,7,12,18,13,26,3,43,62,57,55,Draft,0,0,0,0,0,0,0,0,None,,51
Sydney,Carter,83,250,C,5/31/1993,32,Missoula,MT,Washington State,1,,0,10,15,9,15,40,45,0,0,0,20,39,19,30,19,30,1,1,15,21,8,16,29,49,14,23,33,67,50,38,50,BKR,7600,11100,0,0,0,0,0,0,None,,42
Ed,Small,83,249,C,12/19/1987,32,Kirkwood,MO,Middle Tennessee,8,,0,19,19,26,27,32,33,35,45,47,35,35,16,17,20,20,0,0,9,9,12,12,28,33,32,32,37,56,13,18,38,SCZ,88923,94232,99541,0,0,0,0,0,None,,26
Thomas,Stokes,80,241,PF,8/24/1992,53,Oak Creek,WI,Oakland,1,,0,5,9,16,39,56,64,0,0,0,13,27,4,7,20,45,1,1,5,8,5,12,10,17,11,21,63,70,13,33,43,FA,0,0,0,0,0,0,0,0,None,,28
Arthur,Williams,80,246,PF,4/29/1988,50,Glendale,CA,Southern California,7,,0,32,43,17,24,45,54,26,28,30,7,7,11,11,8,9,23,25,9,12,13,15,15,15,40,45,81,65,11,36,16,LAD,51520,56672,61824,0,0,0,0,4,None,,46
David,Burnett,79,233,PF,5/11/1986,50,Washington,DC,Georgetown,8,,0,37,37,49,49,31,35,0,0,0,36,36,4,4,13,13,4,4,7,7,37,37,28,28,8,8,71,54,19,16,46,TXL,18500,0,0,0,0,0,0,0,None,,51
Jack,Escalera,79,230,SF,5/15/1996,33,Moore,OK,Oklahoma,0,,0,3,7,24,38,66,68,4,7,8,10,14,1,2,16,24,15,26,40,60,20,35,1,1,20,35,48,55,44,26,57,Draft,0,0,0,0,0,0,0,0,None,,59
Jorge,Collins,71,171,PG,6/19/1995,34,Melbourne,Australia,None,0,,0,17,27,23,34,57,64,9,14,13,37,51,19,34,2,3,18,33,7,11,2,3,2,3,9,12,49,41,69,29,80,Draft,0,0,0,0,0,0,0,0,None,,28
Ralph,Thomas,80,229,PF,4/16/1985,41,San Jose,CA,Washington State,9,,0,26,27,29,29,51,60,0,0,0,17,18,1,1,35,39,5,5,10,10,8,8,25,25,17,17,71,36,21,40,57,RNO,79890,87879,95868,0,0,0,0,0,None,,55
Winfred,Edwards,82,237,PF,6/22/1991,51,Albuquerque,NM,Air Force,4,,0,15,15,36,36,27,31,0,0,0,32,32,13,15,22,25,3,3,17,21,13,15,20,20,29,32,27,56,22,57,57,RIO,20250,0,0,0,0,0,0,3,None,,5
Don,Thomas,82,211,PF,1/25/1987,40,Tallahassee,FL,None,7,,0,33,34,29,32,53,62,0,0,0,23,26,14,14,17,18,2,2,14,16,15,15,10,10,20,25,62,37,13,29,36,FA,0,0,0,0,0,0,0,0,None,,51
Justin,Mancini,79,255,PF,1/20/1987,51,El Paso,TX,Iona,6,Inflamed Appendix,0,34,35,30,32,61,62,15,15,15,22,29,0,0,5,5,25,30,8,10,50,50,13,15,37,37,55,56,26,58,28,SFS,118905,133768,148631,0,0,0,0,0,None,,40
Lance,McGinty,78,205,SG,8/2/1996,9,Sandpoint,ID,Idaho State,0,,0,4,9,15,30,58,60,14,32,33,18,42,6,12,1,1,2,4,15,24,3,6,1,2,15,24,59,25,69,74,62,Draft,0,0,0,0,0,0,0,0,None,,70
Richard,Rourke,82,221,PF,10/12/1984,30,Harlingen,TX,Texas,9,,0,13,13,22,22,45,53,1,1,1,32,34,8,8,16,16,3,3,34,35,43,43,29,29,16,18,48,66,20,57,25,FA,0,0,0,0,0,0,0,0,None,,33
Virgil,Kimsey,81,228,SF,5/2/1995,20,Guilford Center,CT,Louisville,0,,0,5,10,9,18,46,48,0,0,0,24,44,13,22,19,35,15,31,16,34,1,2,22,38,11,22,41,41,42,45,71,Draft,0,0,0,0,0,0,0,0,None,,56
James,Carter,80,248,PF,12/2/1982,44,Houston,TX,Kentucky,11,Broken Foot,9,47,47,22,26,41,49,0,0,0,14,15,5,5,31,37,4,4,2,2,47,57,47,52,18,18,85,47,43,83,63,RNO,307693,308880,0,0,0,0,0,0,None,,31
Bryant,Lewis,82,238,PF,11/6/1985,40,New York,NY,Seton Hall,8,,0,74,74,20,22,48,52,21,21,25,15,17,9,9,30,34,8,8,17,17,52,52,13,13,39,39,1,62,38,52,72,T95,0,0,0,0,0,0,0,0,None,,44
Deandre,Garcia,80,238,PF,1/20/1984,43,Seattle,WA,Oregon,11,,0,20,20,24,24,52,55,0,0,0,16,16,11,11,18,21,17,19,21,21,57,57,38,40,4,4,59,32,30,38,77,D87,23800,0,0,0,0,0,0,0,None,,36
Johnie,Lopez,81,238,PF,12/4/1988,34,San Luis Obispo,CA,UC Santa Barbara,7,,0,13,13,21,26,47,56,0,0,0,24,25,13,14,42,42,6,7,5,5,24,24,39,43,34,43,45,39,13,28,56,RNO,0,0,0,0,0,0,0,0,None,,42
Dion,Otero,79,217,SG,3/14/1986,42,Allen,OK,Kansas,11,,0,4,4,19,21,43,47,0,0,0,32,40,31,39,49,49,1,1,14,15,11,12,27,32,10,11,66,76,28,64,37,SFS,85909,96648,107386,0,0,0,0,3,None,,9
Burl,Brawner,81,240,PF,12/16/1985,44,Carthage,MO,Creighton,12,Hyperextended Knee,0,22,22,31,32,55,62,0,0,0,48,52,33,34,8,8,5,5,24,25,9,11,23,24,43,43,75,57,30,48,32,BKR,23800,0,0,0,0,0,0,0,None,,53
Gordon,Serrano,79,232,PF,7/9/1988,33,Montclair,NJ,Old Dominion,6,,0,7,7,13,14,44,44,0,0,0,18,20,4,4,54,54,3,3,9,10,15,18,43,45,30,30,40,46,13,32,65,D87,61364,63865,66366,0,0,0,0,1,None,,36
